"informal work in eng","Profession in Amharic","professional/ formal","sector","sub sector","nel_model_label","n_matches","best_score","best_confidence","m1_label","m1_uri","m1_score","m1_confidence","m2_label","m2_uri","m2_score","m2_confidence","m3_label","m3_uri","m3_score","m3_confidence","m4_label","m4_uri","m4_score","m4_confidence","m5_label","m5_uri","m5_score","m5_confidence","subsector_isco4","filter_applied","n_dropped","dropped_labels"
"Senior LAN/WLAN Engineer","ሲኒየር LAN/WLAN መሐንዲስ","P","ICT and digital work","Computer network design deployment and implementation tasks","minilm","1","0.7633","low_similarity","ICT network engineer","http://data.europa.eu/esco/occupation/cf2b03cd-feb7-4f47-90f6-ff1ed6016d3d","0.7633","low_similarity","","","","","","","","","","","","","","","","","2523.0","yes","4","equipment engineer; industrial engineer; telecommunications engineer; electronics engineer"
"Senior Lathe and Milling Machinist","ሲኒየር ላቴ እና ሚሊንግ ማሽን","P","Manufacturing","Cutters and non-electric tools and accessories Production","minilm","4","0.8337","low_similarity","metalworking lathe operator","http://data.europa.eu/esco/occupation/7d9242d3-2a55-45e3-9d67-be76f879de0b","0.8337","low_similarity","lathe and turning machine operator","http://data.europa.eu/esco/occupation/63042e8f-dd59-47fe-87f3-3b2ce21f196a","0.8133","low_similarity","milling machine operator","http://data.europa.eu/esco/occupation/a1c9f8b7-c4ce-4b15-ac3c-3378c300d8f2","0.8125","low_similarity","gear machinist","http://data.europa.eu/esco/occupation/02d4f153-8e43-444d-8bd4-8171d49eab12","0.7803","low_similarity","","","","","7222.0","yes","1","sewing machinist"
"senior Lawyer","ከፍተኛ ጠበቃ","P","Service","Consulting service around social science","minilm","3","0.8948","high_confidence","lawyer","http://data.europa.eu/esco/occupation/974d4eab-fbee-4c52-b16e-73bdd8c25b53","0.8948","high_confidence","corporate lawyer","http://data.europa.eu/esco/occupation/fdfce14e-992d-4ff4-9f9d-7a353c75654e","0.8784","high_confidence","legal consultant","http://data.europa.eu/esco/occupation/31854d78-3615-43a4-aa3a-c597ecb20ceb","0.7955","low_similarity","","","","","","","","","2632.0","yes","2","court administrator; court administrative officer"
"Senior Lead Electrical Engineer","ከፍተኛ አመራር የኤሌክትሪክ መሐንዲስ","P","Economic Infrastructure","Electro technology","minilm","5","0.8316","low_similarity","electrical engineer","http://data.europa.eu/esco/occupation/86ca306c-ab99-420a-9e2a-aa73c5c4de22","0.8316","low_similarity","mine electrical engineer","http://data.europa.eu/esco/occupation/e69697d0-2639-4aad-b73a-05e0b98357b1","0.7978","low_similarity","electrician","http://data.europa.eu/esco/occupation/4910419f-b4af-4f59-b544-9dbebc8a74f0","0.7972","low_similarity","industrial electrician","http://data.europa.eu/esco/occupation/5df63943-f1bc-4438-90f1-92768a7a23c8","0.7913","low_similarity","building electrician","http://data.europa.eu/esco/occupation/33960bab-4423-4808-af6c-ec2b485dba41","0.7836","low_similarity","","no","0",""
"Senior Legal Advisor","ከፍተኛ የህግ አማካሪ","P","Service","Consulting service around social science","minilm","1","0.8738","high_confidence","legal consultant","http://data.europa.eu/esco/occupation/31854d78-3615-43a4-aa3a-c597ecb20ceb","0.8738","high_confidence","","","","","","","","","","","","","","","","","2632.0","yes","4","legal assistant; legal policy officer; legal administrative assistant; court administrator"
"Senior Legal Compliance Officer","ከፍተኛ የህግ ተገዢነት ኦፊሰር","P","Service","Consulting service around social science","minilm","0","","","","","","","","","","","","","","","","","","","","","","","2632.0","yes","5","tax compliance officer; legal policy officer; court administrative officer; court enforcement officer; legal administrative assistant"
"Senior Liaison Officer","ከፍተኛ የግንኙነት ኦፊሰር","P","Service","Consulting service around social science","minilm","0","","","","","","","","","","","","","","","","","","","","","","","2632.0","yes","5","executive assistant; public relations officer; management assistant; administrative assistant; human resources officer"
"Senior Light Vehicle & Auxiliary Mechanic","ሲኒየር ቀላል ተሽከርካሪ እና ረዳት መካኒክ","P","Service","Motor vehicle repair work","minilm","3","0.7774","low_similarity","vehicle maintenance attendant","http://data.europa.eu/esco/occupation/3b4eb248-6b40-42fe-9d10-cba8ccfe6613","0.7774","low_similarity","vehicle maintenance supervisor","http://data.europa.eu/esco/occupation/264b00c9-84d0-4dc9-b590-aed2cea2b904","0.7658","low_similarity","vehicle technician","http://data.europa.eu/esco/occupation/4ad4024e-d1d3-4dea-b6d1-2c7948111dce","0.7595","low_similarity","","","","","","","","","7231.0","yes","2","electrical mechanic; ground lighting officer"
"Senior Light Vehicle Mechanic","ሲኒየር ብርሃን ተሽከርካሪ መካኒክ","P","Service","Motor vehicle repair work","minilm","1","0.7813","low_similarity","vehicle technician","http://data.europa.eu/esco/occupation/4ad4024e-d1d3-4dea-b6d1-2c7948111dce","0.7813","low_similarity","","","","","","","","","","","","","","","","","7231.0","yes","4","electrical mechanic; ground lighting officer; performance lighting technician; street lighting electrician"
"Senior Livelihood Project Officer","ከፍተኛ የኑሮ ደረጃ ፕሮጀክት ኦፊሰር","P","Service","Social work services","minilm","5","0.8248","low_similarity","project support officer","http://data.europa.eu/esco/occupation/5ccb2c34-e860-43a5-9869-342487518115","0.8248","low_similarity","community development officer","http://data.europa.eu/esco/occupation/39e9fc8f-02bd-4577-b603-2dc96204ce74","0.7955","low_similarity","humanitarian advisor","http://data.europa.eu/esco/occupation/3fa31588-2e4d-49c3-b839-4b615cc62742","0.7911","low_similarity","economic development coordinator","http://data.europa.eu/esco/occupation/9e1e8379-6377-4969-b141-0d2337218fc9","0.7824","low_similarity","human resources officer","http://data.europa.eu/esco/occupation/d3e32e5e-7f24-48e3-b939-e4f800eb62fb","0.7728","low_similarity","","no","0",""
"Senior Loan and Saving Officer","ከፍተኛ ብድር እና ቁጠባ ኦፊሰር","P","Service","Finance and Administration Services","minilm","5","0.8833","high_confidence","loan officer","http://data.europa.eu/esco/occupation/8e185c49-704e-49c0-8584-a7e0b618f628","0.8833","high_confidence","financial manager","http://data.europa.eu/esco/occupation/30f3ea93-882a-4525-841c-1d5b4b64076f","0.7795","low_similarity","pensions administrator","http://data.europa.eu/esco/occupation/6724e558-2d75-4116-a473-91a4c14d4c69","0.7774","low_similarity","grants management officer","http://data.europa.eu/esco/occupation/89330b57-6a30-40e1-b623-50f47a4b0c34","0.7741","low_similarity","bank manager","http://data.europa.eu/esco/occupation/754ce08f-b4d9-4b9c-b9d2-06f15258a3ce","0.7675","low_similarity","","no","0",""
"Senior Loan Officer","ከፍተኛ የብድር ኦፊሰር","P","Service","Finance and Administration Services","minilm","5","0.9383","high_confidence","loan officer","http://data.europa.eu/esco/occupation/8e185c49-704e-49c0-8584-a7e0b618f628","0.9383","high_confidence","grants management officer","http://data.europa.eu/esco/occupation/89330b57-6a30-40e1-b623-50f47a4b0c34","0.8022","low_similarity","bank manager","http://data.europa.eu/esco/occupation/754ce08f-b4d9-4b9c-b9d2-06f15258a3ce","0.7890","low_similarity","credit adviser","http://data.europa.eu/esco/occupation/1a87e487-6761-4374-b6db-100ac5a9ad5a","0.7875","low_similarity","financial manager","http://data.europa.eu/esco/occupation/30f3ea93-882a-4525-841c-1d5b4b64076f","0.7863","low_similarity","","no","0",""
"Senior Loan Recovery Officer","ከፍተኛ የብድር ማስመለሻ ኦፊሰር","P","Service","Finance and Administration Services","minilm","5","0.8868","high_confidence","loan officer","http://data.europa.eu/esco/occupation/8e185c49-704e-49c0-8584-a7e0b618f628","0.8868","high_confidence","credit manager","http://data.europa.eu/esco/occupation/32fafe2c-0099-4852-889e-46614ce9a9ae","0.7699","low_similarity","credit adviser","http://data.europa.eu/esco/occupation/1a87e487-6761-4374-b6db-100ac5a9ad5a","0.7695","low_similarity","grants management officer","http://data.europa.eu/esco/occupation/89330b57-6a30-40e1-b623-50f47a4b0c34","0.7681","low_similarity","pensions administrator","http://data.europa.eu/esco/occupation/6724e558-2d75-4116-a473-91a4c14d4c69","0.7589","low_similarity","","no","0",""
"Senior Loan Specialist","ከፍተኛ የብድር ባለሙያ","P","Service","Finance and Administration Services","minilm","5","0.8773","high_confidence","loan officer","http://data.europa.eu/esco/occupation/8e185c49-704e-49c0-8584-a7e0b618f628","0.8773","high_confidence","elderly home manager","http://data.europa.eu/esco/occupation/eea2b5c6-48d1-4612-957e-585783b3c7bb","0.7836","low_similarity","credit adviser","http://data.europa.eu/esco/occupation/1a87e487-6761-4374-b6db-100ac5a9ad5a","0.7735","low_similarity","pensions administrator","http://data.europa.eu/esco/occupation/6724e558-2d75-4116-a473-91a4c14d4c69","0.7696","low_similarity","student financial support coordinator","http://data.europa.eu/esco/occupation/c227dcff-dd84-487e-a171-da3d919129bb","0.7690","low_similarity","","no","0",""
"Senior Local Procurement Officer","ከፍተኛ የአካባቢ ግዥ ኦፊሰር","P","Service","Logistics Supply and Support Services (outside of other business sectors)","minilm","5","0.9183","high_confidence","procurement support officer","http://data.europa.eu/esco/occupation/c9b2b0a7-0adc-4ca7-bf7c-dc95e18aeac7","0.9183","high_confidence","public procurement specialist","http://data.europa.eu/esco/occupation/cb4f98c8-6b8d-41d8-87eb-a2a2033a3a25","0.9102","high_confidence","procurement department manager","http://data.europa.eu/esco/occupation/91f93dc4-1b71-4053-b6fb-c579ec19303a","0.8978","high_confidence","procurement category specialist","http://data.europa.eu/esco/occupation/0561328b-875b-4ae2-9ba1-9af9049aef01","0.8283","low_similarity","grants management officer","http://data.europa.eu/esco/occupation/89330b57-6a30-40e1-b623-50f47a4b0c34","0.8102","low_similarity","","no","0",""
"Senior Logistic and Foreign Purchase Officer","ከፍተኛ የሎጂስቲክስ እና የውጭ ግዢ ኦፊሰር","P","Service","Logistics Supply and Support Services (outside of other business sectors)","minilm","5","0.7957","low_similarity","foreign affairs officer","http://data.europa.eu/esco/occupation/f7450c1f-20b7-45dd-b3bb-25095830bf3f","0.7957","low_similarity","purchasing manager","http://data.europa.eu/esco/occupation/377865f0-c327-4599-8c7e-d428c6588edf","0.7856","low_similarity","procurement support officer","http://data.europa.eu/esco/occupation/c9b2b0a7-0adc-4ca7-bf7c-dc95e18aeac7","0.7746","low_similarity","loan officer","http://data.europa.eu/esco/occupation/8e185c49-704e-49c0-8584-a7e0b618f628","0.7720","low_similarity","economic policy officer","http://data.europa.eu/esco/occupation/394a4bdd-7032-4d87-89a2-9d937cebdd09","0.7666","low_similarity","","no","0",""
"Senior Logistic Officer","ከፍተኛ የሎጂስቲክስ ኦፊሰር","P","Service","Logistics Supply and Support Services (outside of other business sectors)","minilm","5","0.8148","low_similarity","human resources officer","http://data.europa.eu/esco/occupation/d3e32e5e-7f24-48e3-b939-e4f800eb62fb","0.8148","low_similarity","special forces officer","http://data.europa.eu/esco/occupation/1de91afd-9da2-47ab-a7e7-19bf931709a4","0.8097","low_similarity","policy officer","http://data.europa.eu/esco/occupation/caf7b8fb-b2d6-46b7-bffa-bea7f8e4aed8","0.8088","low_similarity","civil service administrative officer","http://data.europa.eu/esco/occupation/ffade2f4-2528-4dfd-b36a-6e4092be08ed","0.8087","low_similarity","defence administration officer","http://data.europa.eu/esco/occupation/8b26eec6-7497-4218-8364-9b5983b04ae7","0.8048","low_similarity","","no","0",""
"Senior Logistics and Documentation Officer","ከፍተኛ የሎጂስቲክስ እና ሰነዶች ኦፊሰር","P","Service","Logistics Supply and Support Services (outside of other business sectors)","minilm","5","0.8341","low_similarity","logistics engineer","http://data.europa.eu/esco/occupation/c4071145-a774-4cf4-aefa-ae18a385cca4","0.8341","low_similarity","logistics and distribution manager","http://data.europa.eu/esco/occupation/823db06f-25e1-4658-b063-d6ef956b41f5","0.8272","low_similarity","document management officer","http://data.europa.eu/esco/occupation/ef5b17a5-3ca8-4965-bd3d-61c4aca490d1","0.8238","low_similarity","logistics analyst","http://data.europa.eu/esco/occupation/51cd3a7a-eae6-4dc6-9f24-179d7ec6d230","0.8226","low_similarity","procurement support officer","http://data.europa.eu/esco/occupation/c9b2b0a7-0adc-4ca7-bf7c-dc95e18aeac7","0.8025","low_similarity","","no","0",""
"Senior Logistics and Procurement Officer","ከፍተኛ የሎጂስቲክስ እና የግዥ ኦፊሰር","P","Service","Logistics Supply and Support Services (outside of other business sectors)","minilm","5","0.8763","high_confidence","procurement support officer","http://data.europa.eu/esco/occupation/c9b2b0a7-0adc-4ca7-bf7c-dc95e18aeac7","0.8763","high_confidence","logistics and distribution manager","http://data.europa.eu/esco/occupation/823db06f-25e1-4658-b063-d6ef956b41f5","0.8655","high_confidence","logistics engineer","http://data.europa.eu/esco/occupation/c4071145-a774-4cf4-aefa-ae18a385cca4","0.8625","high_confidence","procurement department manager","http://data.europa.eu/esco/occupation/91f93dc4-1b71-4053-b6fb-c579ec19303a","0.8605","high_confidence","logistics analyst","http://data.europa.eu/esco/occupation/51cd3a7a-eae6-4dc6-9f24-179d7ec6d230","0.8449","low_similarity","","no","0",""
"Senior Logistics Expert","ከፍተኛ የሎጂስቲክስ ባለሙያ","P","Service","Logistics Supply and Support Services (outside of other business sectors)","minilm","5","0.8676","high_confidence","logistics engineer","http://data.europa.eu/esco/occupation/c4071145-a774-4cf4-aefa-ae18a385cca4","0.8676","high_confidence","logistics analyst","http://data.europa.eu/esco/occupation/51cd3a7a-eae6-4dc6-9f24-179d7ec6d230","0.8672","high_confidence","logistics and distribution manager","http://data.europa.eu/esco/occupation/823db06f-25e1-4658-b063-d6ef956b41f5","0.8295","low_similarity","intermodal logistics manager","http://data.europa.eu/esco/occupation/a2ff6cc3-15fa-4f02-a457-8fd5df7aa29e","0.8185","low_similarity","rail logistics coordinator","http://data.europa.eu/esco/occupation/279c0ab1-212b-4e89-a41f-048f5de9dadf","0.8002","low_similarity","","no","0",""
